날짜,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2011-11-01,25.416829642140655,22.299620523584696,42.226418225500254,36.24949334260972,30.11299917850156,26.713677016469966,30.11876240090948,22.771650812639724,25.13158699246244,23.89122538028092,36.32647923226954,26.894376028495376,26.519283269244315,35.683368006454145,37.77825671934535,31.71018459490835,27.50602952083765,32.77670902760442,39.28531171161686,34.25508114740164,28.531395285063965,43.76413503797969,41.373323688505856,40.771627723855254,40.78503718349168
2011-12-01,25.386442240823932,22.205340878377196,42.11594758995239,36.199334339268084,30.04155747214931,26.64541570532047,30.014743092621014,22.8355616714699,24.99843407962796,23.782535867189385,36.178448107571725,26.82584740876972,26.433115701384253,35.65743393720279,37.629470000647046,31.616544791046525,27.374234319245787,32.69077409221183,39.10155936466303,34.22197528774568,28.413024017703364,43.66519067583457,41.250625249786005,40.50510576809336,40.51317526440911
2012-01-01,25.37958360454344,22.06987469419973,42.059302065911844,36.18294430743757,30.010307849479933,26.63076131176412,29.988036598556793,22.788350058537763,24.955101791544198,23.65705206460549,36.12198367588813,26.76913512942934,26.345008361757277,35.51491157733656,37.313521962938935,31.53988902056582,27.31085859580982,32.684859392311274,38.92432770673518,34.1953267648771,28.35282838074785,43.51329439194645,41.04297157367281,40.37405143290465,40.44871675518012
2012-02-01,25.37695779799169,21.954980135442916,42.02536715283024,36.148553605425796,29.95338672509675,26.497140526968586,29.968865444531172,22.747583930503755,24.85157290374147,23.592735199287628,36.07522358949475,26.643993639193393,26.30386407140728,35.27990735672867,36.933744898744216,31.39566583306024,27.266308058616453,32.636035962588515,38.85220623610315,34.148509546496335,28.289956895362096,43.43917822198214,40.85870707851445,40.22009517318799,40.36172251155093
2012-03-01,25.358825467689,21.829074030741296,41.98763516064374,36.03171075289093,29.738911052676613,26.34638623883706,29.869549849114215,22.59335445833082,24.710259480061232,23.332483836010145,35.94942664123521,26.46722766617977,26.171042283799906,35.03805298702799,36.61266850399157,31.062228354467507,27.174267848650164,32.533681956500715,38.73606420473685,34.104352541359475,28.20152003457519,43.2521361643342,40.57542793864487,39.91692273518211,40.239356292406875
2012-04-01,25.223784233361187,21.658930339979772,41.94046535075426,35.91469337881938,29.499081568870494,26.213299960417874,29.72985699405329,22.349777659646982,24.29268066749668,23.01947148390238,35.720275214618184,26.355040526526217,25.96771887206649,34.70387615562892,36.160452234505286,30.633609843358045,26.972531907946106,32.34357348247688,38.50568773363708,33.834256186479486,27.854794622854495,42.93148212087996,40.121991344408826,39.3237524650135,39.888021168571164
2012-05-01,25.098947896890095,21.486083755745117,41.88044308746422,35.82127106845487,29.420479447986303,26.147564821075626,29.491963822336807,22.164299769799392,23.93402823493352,22.795165280260317,35.51994014984013,26.09503076384024,25.84068433824731,34.50247584617365,35.85416900865347,30.356296262688375,26.808190405506195,32.21061459815186,38.276978303638224,33.55600749230873,27.69369560558981,42.553265524572495,40.08872716422482,39.10495502201741,39.732940962916416
2012-06-01,25.030790813899305,21.388716518185145,41.83631073488956,35.772032087192116,29.281748857545164,25.948607773648032,29.340126930426123,21.987181069481487,23.750703042115877,22.529670110080726,35.25019137028551,25.93726217379591,25.651459831671936,34.4426476937419,35.506649720324525,29.898050616387618,26.69362694116825,32.1408877076268,38.08357789251326,33.37903403793259,27.538127781518234,42.19929858053305,39.92788364849405,38.89568274717137,39.603515255443504
2012-07-01,24.833057423854328,21.253523214606943,41.40067531265001,35.65062731319322,29.060273103646956,25.687937333703687,29.134782223108637,21.71293260213178,23.071229853705727,21.885771450939764,34.85893558688974,25.61039573204787,25.408369259082807,34.154137099743146,35.00224644242336,29.57546449951059,26.467718238679744,32.0355339001811,37.823785911878346,32.99107464258243,27.274392462121533,41.74199134875837,39.39447532031829,38.5763714169012,39.17746669969701
2012-08-01,24.674060578266324,20.923687240173397,40.974365529413376,35.502749757946205,28.94575368107311,25.562108665719386,28.78271827643727,21.63007590702429,22.643966153647092,21.716818353993528,34.52679503503734,25.402317150020043,25.2247190672301,33.919451556560446,34.686026970217846,29.305765102681807,26.27385987057782,31.956622081694935,37.51634731847455,32.66097105737612,27.057937948443662,41.15183860917213,38.83186302027241,38.19113133405288,38.5885494383442
