,날짜,전국,서울,강북14개구,강남11개구,6개광역시,부산,대전,대구,인천,광주,울산,전국_label,서울_label,강북14개구_label,강남11개구_label,6개광역시_label,부산_label,대전_label,대구_label,인천_label,광주_label,울산_label
234,2022-09-01,54.13034416017697,60.29087227983102,57.295750259808806,61.82594141054374,53.720567817360745,54.612573412466325,51.29110122479782,47.681349762362544,53.8436865847716,55.23010744710978,50.65521689971493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,2022-10-01,53.79909547471497,60.03284961907035,56.94984255085832,61.63229466532212,53.41371609917415,54.44105761618295,50.81999025346303,47.1068324933832,53.76877984357413,54.89702253184128,50.55455769638374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,2022-11-01,53.158495148504,59.564815884237056,56.393029116408734,61.22394919185255,52.61562459943403,53.87455191540976,50.008597757697416,45.79251521062201,53.2811393020778,53.76426191416763,50.16102116282932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,2022-12-01,52.52510029251008,59.18691090946776,56.00611356253938,60.84191052041138,51.89900681898887,53.245323754217885,49.29083782059145,44.74117465825992,52.73381694138721,53.0145851875634,49.45388862706391,0,0,0,0,0,0,0,0,0,0,0
238,2023-01-01,51.804205747699626,58.56039809617021,55.26244297204506,60.29190061247134,51.20846196005153,52.62852746568979,48.59515417756516,43.58974742489687,52.22005500062168,52.41183065870181,48.82835443631784,0,0,0,0,0,0,0,0,0,0,0
239,2023-02-01,51.44484753359461,58.28486483903873,54.83933723084484,60.12574719240597,50.76639719945999,52.38486133204616,48.05305915872735,42.6786725631422,51.85333409282119,51.93807171667053,48.54160127982418,0,0,0,0,0,0,0,0,0,0,0
240,2023-03-01,50.984854382644215,57.936738573514425,54.30347084982294,59.91727441621428,50.19592816600856,51.90635206313869,47.46718010927219,41.66194123236065,51.42430908954354,51.405372583848006,48.27039639276855,0,0,0,0,0,0,0,0,0,0,0
241,2023-04-01,50.49858730697381,57.61461650118061,53.90641572404553,59.6476933527074,49.6578946138449,51.33280186214226,46.80917692558936,40.850011620121904,51.15583210047424,50.811532359525046,47.96216369013547,0,0,0,0,0,0,0,0,0,0,0
242,2023-05-01,50.12957543130503,57.28992593553534,53.47723417360877,59.39800994586647,49.22752191725176,50.91725142468621,46.14638009906529,40.38385832187011,50.94220893915441,50.35419092493022,47.54996084569933,0,0,0,0,0,0,0,0,0,0,0
243,2023-06-01,49.98578213203157,57.18197270504363,53.26138108711581,59.370638962345424,49.04618025106634,50.68363430732743,45.85513274475122,40.22415190228308,50.77492624455632,50.20908212422548,47.50092281512146,0,0,0,0,0,0,0,0,0,0,0
244,2023-07-01,49.87036703039864,57.08726261275577,53.03877664781525,59.373595755727,48.89738856879836,50.48930074917056,45.59163972904411,40.08434218880653,50.639762768501626,50.1654061715632,47.45855260258319,0,0,0,0,0,0,0,0,0,0,0
245,2023-08-01,49.84240931803084,57.06580352208186,52.90214024983607,59.44052799429078,48.81232077440124,50.36393053161101,45.46892835491765,40.01299942898501,50.5016657559042,50.21066534161809,47.43194485459261,0,0,0,0,0,0,0,0,0,0,0
246,2023-09-01,49.88230153484251,57.16345930526892,52.93372368213767,59.59106732677423,48.797210292932,50.29848180227482,45.38705371303685,40.036823644803086,50.41908320276445,50.38644215999087,47.42557545219287,0,0,0,0,0,0,0,0,0,0,0
247,2023-10-01,49.90306788327901,57.22337395778656,52.95092605503369,59.685822499037656,48.7689942278743,50.1998114609498,45.331853833718775,40.03243596598036,50.38046029040477,50.48986700723715,47.42983664728683,0,0,0,0,0,0,0,0,0,0,0
248,2023-11-01,49.87667016355909,57.1885826191827,52.88495884166571,59.675225386943296,48.7239678513554,50.09801633516224,45.28164824292576,40.01184751779956,50.348012006000886,50.52128527644846,47.35986549221683,0,0,0,0,0,0,0,0,0,0,0
